i,j,Lookup,AccountID,Month,AssetClass,Stage Mapper,Stage,Exposure,ECL,PD,LGD
2476,196,25,MB196,201909,MRTG,0.6499912545,Stage 1,535590,212,0.006,0.06
2477,197,25,MB197,201909,MRTG,0.8848522004,Stage 2,1190783,60739,0.157,0.32
2478,198,25,MB198,201909,MRTG,0.277632762,Stage 1,713695,4408,0.184,0.03
2479,199,25,MB199,201909,MRTG,0.1977260578,Stage 1,1423813,6154,0.015,0.29
2480,200,25,MB200,201909,MRTG,0.2357770291,Stage 1,622157,5552,0.031,0.29
2481,201,25,MB201,201909,MRTG,0.4999484953,Stage 1,1324098,36944,0.093,0.30
2482,202,25,MB202,201909,MRTG,0.4615581005,Stage 1,713616,3122,0.009,0.47
2483,203,25,MB203,201909,MRTG,0.2851443843,Stage 1,1371389,56961,0.117,0.36
2484,204,25,MB204,201909,MRTG,0.132891988,Stage 1,983242,2923,0.019,0.15
2485,205,25,MB205,201909,MRTG,0.7585698392,Stage 1,1097205,60317,0.143,0.39
2486,206,25,MB206,201909,MRTG,0.77199743,Stage 1,896024,38313,0.175,0.25
2487,207,25,MB207,201909,MRTG,0.06964467509,Stage 1,1165773,713,0.024,0.03
2488,208,25,MB208,201909,MRTG,0.6532404475,Stage 1,928600,10677,0.049,0.23
2489,209,25,MB209,201909,MRTG,0.6608636444,Stage 1,552887,2619,0.066,0.07
2490,210,25,MB210,201909,MRTG,0.2045460084,Stage 1,1166595,28133,0.066,0.36
2491,211,25,MB211,201909,MRTG,0.06716096358,Stage 1,517113,6390,0.037,0.33
2492,212,25,MB212,201909,MRTG,0.2102767325,Stage 1,1117542,33248,0.165,0.18
2493,213,25,MB213,201909,MRTG,0.7184645087,Stage 1,1431330,60040,0.159,0.26
2494,214,25,MB214,201909,MRTG,0.3584063725,Stage 1,1380809,51076,0.150,0.25
2495,215,25,MB215,201909,MRTG,0.881645695,Stage 2,1360486,26665,0.055,0.35
2496,216,25,MB216,201909,MRTG,0.6207426385,Stage 1,615218,5140,0.164,0.05
2497,217,25,MB217,201909,MRTG,0.77263624,Stage 1,1378569,81591,0.126,0.47
2498,218,25,MB218,201909,MRTG,0.9722305658,Stage 3,558617,225569,1.000,0.40
2499,219,25,MB219,201909,MRTG,0.912059662,Stage 2,1124256,29123,0.114,0.23
2500,220,25,MB220,201909,MRTG,0.4199711321,Stage 1,768229,11775,0.074,0.21
2501,126,26,MB126,201910,MRTG,0.9658494348,Stage 3,626762,43469,1.000,0.07
2502,127,26,MB127,201910,MRTG,0.3661216806,Stage 1,1494001,12085,0.025,0.32
2503,128,26,MB128,201910,MRTG,0.9741652241,Stage 3,1382387,379924,1.000,0.27
2504,129,26,MB129,201910,MRTG,0.1285305403,Stage 1,1287275,28322,0.063,0.35
2505,130,26,MB130,201910,MRTG,0.03625901427,Stage 1,1435621,104284,0.192,0.38
2506,131,26,MB131,201910,MRTG,0.4116517127,Stage 1,842937,3460,0.018,0.22
2507,132,26,MB132,201910,MRTG,0.08520054095,Stage 1,1489106,6266,0.128,0.03
2508,133,26,MB133,201910,MRTG,0.5964607815,Stage 1,1323977,25691,0.071,0.27
2509,134,26,MB134,201910,MRTG,0.3945847359,Stage 1,1022796,17160,0.059,0.28
2510,135,26,MB135,201910,MRTG,0.6058534166,Stage 1,1313358,1919,0.010,0.14
2511,136,26,MB136,201910,MRTG,0.3401761227,Stage 1,998452,14742,0.104,0.14
2512,137,26,MB137,201910,MRTG,0.5210791485,Stage 1,1259692,25934,0.070,0.29
2513,138,26,MB138,201910,MRTG,0.7641868903,Stage 1,930788,31407,0.077,0.44
2514,139,26,MB139,201910,MRTG,0.06049665233,Stage 1,1151946,16203,0.038,0.37
2515,140,26,MB140,201910,MRTG,0.02044924238,Stage 1,1156588,54458,0.194,0.24
2516,141,26,MB141,201910,MRTG,0.9853101977,Stage 3,1386020,459941,1.000,0.33
2517,142,26,MB142,201910,MRTG,0.5176685427,Stage 1,778876,35685,0.122,0.37
2518,143,26,MB143,201910,MRTG,0.7345600218,Stage 1,725153,51549,0.184,0.39
2519,144,26,MB144,201910,MRTG,0.8183957884,Stage 2,521325,46961,0.227,0.40
2520,145,26,MB145,201910,MRTG,0.3957206451,Stage 1,649906,55,0.001,0.08
2521,146,26,MB146,201910,MRTG,0.227124582,Stage 1,1130817,52908,0.130,0.36
2522,147,26,MB147,201910,MRTG,0.03566117567,Stage 1,625650,6693,0.045,0.24
2523,148,26,MB148,201910,MRTG,0.3364132576,Stage 1,811220,1967,0.032,0.08
2524,149,26,MB149,201910,MRTG,0.5129163693,Stage 1,1160611,20345,0.090,0.19
2525,150,26,MB150,201910,MRTG,0.3601973317,Stage 1,772534,3723,0.111,0.04
2526,151,26,MB151,201910,MRTG,0.9953098565,Stage 3,1400394,524784,1.000,0.37
2527,152,26,MB152,201910,MRTG,0.8241525262,Stage 2,1415638,134964,0.249,0.38
2528,153,26,MB153,201910,MRTG,0.3616862718,Stage 1,1211528,91829,0.176,0.43
2529,154,26,MB154,201910,MRTG,0.5003866172,Stage 1,1038741,23267,0.180,0.12
2530,155,26,MB155,201910,MRTG,0.5832002881,Stage 1,692851,6833,0.048,0.21
2531,156,26,MB156,201910,MRTG,0.4547901003,Stage 1,607581,32245,0.107,0.50
2532,157,26,MB157,201910,MRTG,0.6842527826,Stage 1,1156716,10168,0.035,0.25
2533,158,26,MB158,201910,MRTG,0.9476025065,Stage 2,953427,128597,0.547,0.25
2534,159,26,MB159,201910,MRTG,0.3673599248,Stage 1,1319427,13868,0.024,0.43
2535,160,26,MB160,201910,MRTG,0.3093169391,Stage 1,1392664,39235,0.137,0.21
2536,161,26,MB161,201910,MRTG,0.2572168584,Stage 1,600177,27901,0.129,0.36
2537,162,26,MB162,201910,MRTG,0.06373672209,Stage 1,856347,45436,0.130,0.41
2538,163,26,MB163,201910,MRTG,0.6498242745,Stage 1,558913,33362,0.198,0.30
2539,164,26,MB164,201910,MRTG,0.6372334126,Stage 1,1100446,268,0.005,0.05
2540,165,26,MB165,201910,MRTG,0.8312607086,Stage 2,1005350,35368,0.123,0.29
2541,166,26,MB166,201910,MRTG,0.268068922,Stage 1,876151,14830,0.054,0.31
2542,167,26,MB167,201910,MRTG,0.411608215,Stage 1,723868,19787,0.077,0.36
2543,168,26,MB168,201910,MRTG,0.8927045536,Stage 2,1278482,49003,0.186,0.21
2544,169,26,MB169,201910,MRTG,0.6723986774,Stage 1,1012916,12913,0.089,0.14
2545,170,26,MB170,201910,MRTG,0.1586121675,Stage 1,1080498,1902,0.187,0.01
2546,171,26,MB171,201910,MRTG,0.8860962857,Stage 2,904063,6370,0.020,0.35
2547,172,26,MB172,201910,MRTG,0.5071435679,Stage 1,1184754,358,0.002,0.17
2548,173,26,MB173,201910,MRTG,0.6845434646,Stage 1,1466964,14062,0.029,0.33
2549,174,26,MB174,201910,MRTG,0.838041737,Stage 2,1384489,58360,0.569,0.07
2550,175,26,MB175,201910,MRTG,0.3465757765,Stage 1,624730,37316,0.121,0.49
2551,176,26,MB176,201910,MRTG,0.3523557347,Stage 1,1190784,21429,0.068,0.27
2552,177,26,MB177,201910,MRTG,0.8753804099,Stage 2,1392693,2014,0.546,0.00
2553,178,26,MB178,201910,MRTG,0.1566397839,Stage 1,1330966,46837,0.116,0.30
2554,179,26,MB179,201910,MRTG,0.7414879925,Stage 1,1046088,9357,0.054,0.17
2555,180,26,MB180,201910,MRTG,0.3727886726,Stage 1,705556,13627,0.119,0.16
2556,181,26,MB181,201910,MRTG,0.4910204251,Stage 1,943283,41229,0.173,0.25
2557,182,26,MB182,201910,MRTG,0.249728072,Stage 1,669732,3158,0.093,0.05
2558,183,26,MB183,201910,MRTG,0.1400748513,Stage 1,1245680,4624,0.059,0.06
2559,184,26,MB184,201910,MRTG,0.9210994546,Stage 2,809498,119546,0.567,0.26
2560,185,26,MB185,201910,MRTG,0.4896278572,Stage 1,639184,3013,0.024,0.19
2561,186,26,MB186,201910,MRTG,0.4433496557,Stage 1,1257417,1527,0.004,0.34
2562,187,26,MB187,201910,MRTG,0.5614492489,Stage 1,1071368,31918,0.070,0.42
2563,188,26,MB188,201910,MRTG,0.9181625096,Stage 2,648101,66006,0.264,0.39
2564,189,26,MB189,201910,MRTG,0.1501963851,Stage 1,1060019,22135,0.158,0.13
2565,190,26,MB190,201910,MRTG,0.3294994337,Stage 1,1175755,8692,0.019,0.38
2566,191,26,MB191,201910,MRTG,0.6517193221,Stage 1,1030314,80563,0.162,0.48
2567,192,26,MB192,201910,MRTG,0.07680691716,Stage 1,776382,9014,0.087,0.13
2568,193,26,MB193,201910,MRTG,0.519872516,Stage 1,517459,7588,0.059,0.25
2569,194,26,MB194,201910,MRTG,0.570992927,Stage 1,1123224,30717,0.092,0.30
2570,195,26,MB195,201910,MRTG,0.8466483623,Stage 2,688131,49609,0.540,0.13
2571,196,26,MB196,201910,MRTG,0.07798539022,Stage 1,1068222,70206,0.134,0.49
2572,197,26,MB197,201910,MRTG,0.09170322155,Stage 1,1136830,67917,0.127,0.47
2573,198,26,MB198,201910,MRTG,0.786101242,Stage 1,1073477,45694,0.158,0.27
2574,199,26,MB199,201910,MRTG,0.1114336097,Stage 1,1092373,3303,0.077,0.04
2575,200,26,MB200,201910,MRTG,0.7687413128,Stage 1,508735,4853,0.063,0.15
2576,201,26,MB201,201910,MRTG,0.57441011,Stage 1,1205865,27544,0.080,0.29
2577,202,26,MB202,201910,MRTG,0.6843696606,Stage 1,913752,27553,0.181,0.17
2578,203,26,MB203,201910,MRTG,0.08453874137,Stage 1,805849,7115,0.165,0.05
2579,204,26,MB204,201910,MRTG,0.163254526,Stage 1,1173165,95845,0.173,0.47
2580,205,26,MB205,201910,MRTG,0.8667696881,Stage 2,610976,5259,0.246,0.04
2581,206,26,MB206,201910,MRTG,0.477575844,Stage 1,1277381,75887,0.141,0.42
2582,207,26,MB207,201910,MRTG,0.4691163937,Stage 1,1237792,64421,0.116,0.45
2583,208,26,MB208,201910,MRTG,0.271410234,Stage 1,962394,4432,0.086,0.05
2584,209,26,MB209,201910,MRTG,0.3814056653,Stage 1,674529,51621,0.165,0.46
2585,210,26,MB210,201910,MRTG,0.4735734299,Stage 1,1066776,22589,0.128,0.17
2586,211,26,MB211,201910,MRTG,0.8134087351,Stage 2,1094666,560,0.003,0.16
2587,212,26,MB212,201910,MRTG,0.5537498501,Stage 1,1213037,7999,0.024,0.27
2588,213,26,MB213,201910,MRTG,0.6762755792,Stage 1,731042,2612,0.180,0.02
2589,214,26,MB214,201910,MRTG,0.6758050324,Stage 1,1226742,11992,0.022,0.44
2590,215,26,MB215,201910,MRTG,0.4006154741,Stage 1,937491,40351,0.106,0.40
2591,216,26,MB216,201910,MRTG,0.1073264971,Stage 1,1129157,32675,0.066,0.44
2592,217,26,MB217,201910,MRTG,0.9468609747,Stage 2,1335913,69624,0.324,0.16
2593,218,26,MB218,201910,MRTG,0.1575584725,Stage 1,1172678,105398,0.194,0.46
2594,219,26,MB219,201910,MRTG,0.8290705162,Stage 2,1028783,145546,0.429,0.33
2595,220,26,MB220,201910,MRTG,0.5239016534,Stage 1,1093008,40225,0.122,0.30
2596,221,26,MB221,201910,MRTG,0.3080466587,Stage 1,1087150,6384,0.025,0.23
2597,222,26,MB222,201910,MRTG,0.9575785479,Stage 3,904220,409069,1.000,0.45
2598,223,26,MB223,201910,MRTG,0.00516975413,Stage 1,879825,30479,0.089,0.39
2599,224,26,MB224,201910,MRTG,0.7300841624,Stage 1,1303815,41647,0.100,0.32
2600,225,26,MB225,201910,MRTG,0.9519011064,Stage 3,658790,157218,1.000,0.24
2601,131,27,MB131,201911,MRTG,0.2524360336,Stage 1,1242103,46802,0.078,0.49
2602,132,27,MB132,201911,MRTG,0.6943443226,Stage 1,1167695,8510,0.058,0.13
2603,133,27,MB133,201911,MRTG,0.01842625438,Stage 1,866441,14039,0.038,0.42
2604,134,27,MB134,201911,MRTG,0.2060467607,Stage 1,794067,12840,0.108,0.15
2605,135,27,MB135,201911,MRTG,0.6010946512,Stage 1,814481,5678,0.041,0.17
2606,136,27,MB136,201911,MRTG,0.4794748481,Stage 1,981585,9162,0.102,0.09
2607,137,27,MB137,201911,MRTG,0.909155519,Stage 2,1405913,303843,0.481,0.45
2608,138,27,MB138,201911,MRTG,0.2370358252,Stage 1,687079,20161,0.121,0.24
2609,139,27,MB139,201911,MRTG,0.1284057059,Stage 1,1388704,13638,0.078,0.13
2610,140,27,MB140,201911,MRTG,0.9614943797,Stage 3,679183,337230,1.000,0.50
2611,141,27,MB141,201911,MRTG,0.4441361075,Stage 1,519093,3848,0.157,0.05
2612,142,27,MB142,201911,MRTG,0.6441227481,Stage 1,1393611,12647,0.033,0.27
2613,143,27,MB143,201911,MRTG,0.6167990729,Stage 1,895482,47472,0.136,0.39
2614,144,27,MB144,201911,MRTG,0.3035284205,Stage 1,986462,92574,0.199,0.47
2615,145,27,MB145,201911,MRTG,0.007815745333,Stage 1,891433,15458,0.172,0.10
2616,146,27,MB146,201911,MRTG,0.4710524988,Stage 1,654924,2722,0.037,0.11
2617,147,27,MB147,201911,MRTG,0.6092286093,Stage 1,1024641,59968,0.152,0.38
2618,148,27,MB148,201911,MRTG,0.7677728553,Stage 1,1357983,11619,0.110,0.08
2619,149,27,MB149,201911,MRTG,0.7943303814,Stage 1,704554,8472,0.192,0.06
2620,150,27,MB150,201911,MRTG,0.2269592241,Stage 1,792761,70200,0.188,0.47
2621,151,27,MB151,201911,MRTG,0.7914686562,Stage 1,585105,41514,0.170,0.42
2622,152,27,MB152,201911,MRTG,0.7234116634,Stage 1,1029886,12564,0.172,0.07
2623,153,27,MB153,201911,MRTG,0.5956010199,Stage 1,1039528,8199,0.050,0.16
2624,154,27,MB154,201911,MRTG,0.3521966476,Stage 1,1139440,1437,0.044,0.03
2625,155,27,MB155,201911,MRTG,0.1181479723,Stage 1,916508,898,0.033,0.03
2626,156,27,MB156,201911,MRTG,0.714227833,Stage 1,644011,4679,0.033,0.22
2627,157,27,MB157,201911,MRTG,0.6721723889,Stage 1,1341072,10460,0.140,0.06
2628,158,27,MB158,201911,MRTG,0.1908989245,Stage 1,803882,18452,0.055,0.42
2629,159,27,MB159,201911,MRTG,0.3744457576,Stage 1,515778,3180,0.045,0.14
2630,160,27,MB160,201911,MRTG,0.566162953,Stage 1,799134,18531,0.069,0.34
2631,161,27,MB161,201911,MRTG,0.08670676939,Stage 1,649472,28665,0.101,0.44
2632,162,27,MB162,201911,MRTG,0.9392960191,Stage 2,1442515,40491,0.139,0.20
2633,163,27,MB163,201911,MRTG,0.1241640843,Stage 1,699308,499,0.172,0.00
2634,164,27,MB164,201911,MRTG,0.1879317238,Stage 1,1394091,7821,0.084,0.07
2635,165,27,MB165,201911,MRTG,0.02946002869,Stage 1,1229919,46891,0.133,0.29
2636,166,27,MB166,201911,MRTG,0.227284995,Stage 1,1103465,748,0.008,0.09
2637,167,27,MB167,201911,MRTG,0.2849299489,Stage 1,559737,6049,0.022,0.49
2638,168,27,MB168,201911,MRTG,0.6719000675,Stage 1,1167626,41823,0.112,0.32
2639,169,27,MB169,201911,MRTG,0.3457319859,Stage 1,1432994,89219,0.168,0.37
2640,170,27,MB170,201911,MRTG,0.960485216,Stage 3,1143087,3877,1.000,0.00
2641,171,27,MB171,201911,MRTG,0.8925690984,Stage 2,696173,163400,0.503,0.47
2642,172,27,MB172,201911,MRTG,0.5377863632,Stage 1,1411040,9947,0.050,0.14
2643,173,27,MB173,201911,MRTG,0.6871956703,Stage 1,1105472,687,0.007,0.09
2644,174,27,MB174,201911,MRTG,0.8009815216,Stage 2,675791,5096,0.055,0.14
2645,175,27,MB175,201911,MRTG,0.9692329157,Stage 3,1197597,389943,1.000,0.33
2646,176,27,MB176,201911,MRTG,0.4783472543,Stage 1,1432305,67938,0.174,0.27
2647,177,27,MB177,201911,MRTG,0.4521760848,Stage 1,637127,6922,0.057,0.19
2648,178,27,MB178,201911,MRTG,0.1971863633,Stage 1,1011306,78593,0.167,0.47
2649,179,27,MB179,201911,MRTG,0.7936486925,Stage 1,1141450,82837,0.166,0.44
2650,180,27,MB180,201911,MRTG,0.764061071,Stage 1,984068,44168,0.094,0.48
2651,181,27,MB181,201911,MRTG,0.9543613684,Stage 3,777139,353414,1.000,0.45
2652,182,27,MB182,201911,MRTG,0.1867285537,Stage 1,1057931,52817,0.113,0.44
2653,183,27,MB183,201911,MRTG,0.2869030433,Stage 1,1432879,19949,0.146,0.10
2654,184,27,MB184,201911,MRTG,0.5429232237,Stage 1,533015,18928,0.138,0.26
2655,185,27,MB185,201911,MRTG,0.06509434561,Stage 1,682762,33365,0.098,0.50
2656,186,27,MB186,201911,MRTG,0.2910024216,Stage 1,725966,9854,0.042,0.33
2657,187,27,MB187,201911,MRTG,0.6734562839,Stage 1,1154829,9596,0.055,0.15
2658,188,27,MB188,201911,MRTG,0.631819735,Stage 1,944365,81787,0.174,0.50
2659,189,27,MB189,201911,MRTG,0.9113062481,Stage 2,1273304,77266,0.304,0.20
2660,190,27,MB190,201911,MRTG,0.6959879518,Stage 1,952474,44642,0.131,0.36
2661,191,27,MB191,201911,MRTG,0.05462605432,Stage 1,725158,21236,0.151,0.19
2662,192,27,MB192,201911,MRTG,0.03754649778,Stage 1,882780,40,0.006,0.01
2663,193,27,MB193,201911,MRTG,0.07931837151,Stage 1,854022,16559,0.117,0.17
2664,194,27,MB194,201911,MRTG,0.5711794265,Stage 1,1086635,41306,0.102,0.37
2665,195,27,MB195,201911,MRTG,0.04056630397,Stage 1,1064176,51549,0.125,0.39
2666,196,27,MB196,201911,MRTG,0.3683934121,Stage 1,989795,59243,0.122,0.49
2667,197,27,MB197,201911,MRTG,0.1741516094,Stage 1,1147440,43729,0.174,0.22
2668,198,27,MB198,201911,MRTG,0.8169358898,Stage 2,1024409,47973,0.388,0.12
2669,199,27,MB199,201911,MRTG,0.1268074671,Stage 1,664479,13390,0.180,0.11
2670,200,27,MB200,201911,MRTG,0.5013143036,Stage 1,687884,2524,0.008,0.45
2671,201,27,MB201,201911,MRTG,0.5146477205,Stage 1,1323653,6412,0.044,0.11
2672,202,27,MB202,201911,MRTG,0.7502938071,Stage 1,661879,2091,0.102,0.03
2673,203,27,MB203,201911,MRTG,0.07271273093,Stage 1,924696,14581,0.185,0.09
2674,204,27,MB204,201911,MRTG,0.3550546196,Stage 1,1282593,1404,0.049,0.02
2675,205,27,MB205,201911,MRTG,0.2066205289,Stage 1,1356559,43693,0.066,0.49
2676,206,27,MB206,201911,MRTG,0.2402590061,Stage 1,948542,18750,0.054,0.37
2677,207,27,MB207,201911,MRTG,0.1417437067,Stage 1,1359699,86376,0.158,0.40
2678,208,27,MB208,201911,MRTG,0.3862112382,Stage 1,886672,29449,0.096,0.35
2679,209,27,MB209,201911,MRTG,0.8294189131,Stage 2,1049561,11302,0.055,0.20
2680,210,27,MB210,201911,MRTG,0.585820954,Stage 1,1064996,27084,0.129,0.20
2681,211,27,MB211,201911,MRTG,0.6972191088,Stage 1,1332120,68194,0.173,0.30
2682,212,27,MB212,201911,MRTG,0.4730493858,Stage 1,573990,26679,0.094,0.50
2683,213,27,MB213,201911,MRTG,0.4956980187,Stage 1,1372124,13353,0.171,0.06
2684,214,27,MB214,201911,MRTG,0.9934096546,Stage 3,1023887,346234,1.000,0.34
2685,215,27,MB215,201911,MRTG,0.3122876174,Stage 1,763417,70001,0.189,0.49
2686,216,27,MB216,201911,MRTG,0.181003918,Stage 1,1085969,20721,0.076,0.25
2687,217,27,MB217,201911,MRTG,0.09985835046,Stage 1,1327662,11015,0.110,0.08
2688,218,27,MB218,201911,MRTG,0.855241507,Stage 2,1298641,53763,0.084,0.49
2689,219,27,MB219,201911,MRTG,0.2491263778,Stage 1,877543,146,0.009,0.02
2690,220,27,MB220,201911,MRTG,0.01414356715,Stage 1,1359657,105737,0.195,0.40
2691,221,27,MB221,201911,MRTG,0.1575279467,Stage 1,1433624,75734,0.113,0.47
2692,222,27,MB222,201911,MRTG,0.1559771669,Stage 1,921399,62864,0.138,0.50
2693,223,27,MB223,201911,MRTG,0.8899150805,Stage 2,1406149,381291,0.564,0.48
2694,224,27,MB224,201911,MRTG,0.1484779794,Stage 1,1124019,84108,0.171,0.44
2695,225,27,MB225,201911,MRTG,0.756624832,Stage 1,1036196,82473,0.200,0.40
2696,226,27,MB226,201911,MRTG,0.2423414381,Stage 1,859785,12964,0.069,0.22
2697,227,27,MB227,201911,MRTG,0.4609246038,Stage 1,841590,21820,0.129,0.20
2698,228,27,MB228,201911,MRTG,0.3158396292,Stage 1,819869,24934,0.185,0.16
2699,229,27,MB229,201911,MRTG,0.7899531011,Stage 1,1104929,11827,0.189,0.06
2700,230,27,MB230,201911,MRTG,0.8788308377,Stage 2,1381492,31597,0.055,0.41
2701,136,28,MB136,201912,MRTG,0.1810985987,Stage 1,1262384,13624,0.032,0.33
2702,137,28,MB137,201912,MRTG,0.961173578,Stage 3,1138865,287040,1.000,0.25
2703,138,28,MB138,201912,MRTG,0.8199485438,Stage 2,856675,5354,0.301,0.02
2704,139,28,MB139,201912,MRTG,0.9823622289,Stage 3,546385,225401,1.000,0.41
2705,140,28,MB140,201912,MRTG,0.7877950577,Stage 1,975549,16446,0.067,0.25
2706,141,28,MB141,201912,MRTG,0.5314199725,Stage 1,548317,1844,0.138,0.02
2707,142,28,MB142,201912,MRTG,0.6381044587,Stage 1,543599,22177,0.121,0.34
2708,143,28,MB143,201912,MRTG,0.6796913592,Stage 1,927717,40858,0.112,0.39
2709,144,28,MB144,201912,MRTG,0.2448943047,Stage 1,721217,192,0.001,0.20
2710,145,28,MB145,201912,MRTG,0.7707757306,Stage 1,1271061,84996,0.174,0.38
2711,146,28,MB146,201912,MRTG,0.8247723766,Stage 2,1006594,85105,0.228,0.37
2712,147,28,MB147,201912,MRTG,0.363657432,Stage 1,1157185,1872,0.028,0.06
2713,148,28,MB148,201912,MRTG,0.3222687101,Stage 1,1467139,931,0.015,0.04
2714,149,28,MB149,201912,MRTG,0.1949732021,Stage 1,1323458,70908,0.121,0.44
2715,150,28,MB150,201912,MRTG,0.3894461234,Stage 1,1143309,41607,0.176,0.21
2716,151,28,MB151,201912,MRTG,0.2377864826,Stage 1,913037,41768,0.108,0.42
2717,152,28,MB152,201912,MRTG,0.6506486051,Stage 1,884170,6053,0.058,0.12
2718,153,28,MB153,201912,MRTG,0.4963155643,Stage 1,1379630,4491,0.024,0.13
2719,154,28,MB154,201912,MRTG,0.8773020049,Stage 2,1269095,252202,0.593,0.34
2720,155,28,MB155,201912,MRTG,0.4335117612,Stage 1,526042,1757,0.044,0.08
2721,156,28,MB156,201912,MRTG,0.8022076591,Stage 2,1438568,2602,0.056,0.03
2722,157,28,MB157,201912,MRTG,0.4915596091,Stage 1,1426300,38087,0.086,0.31
2723,158,28,MB158,201912,MRTG,0.1646820023,Stage 1,1459522,25123,0.049,0.35
2724,159,28,MB159,201912,MRTG,0.1602477003,Stage 1,1465071,30249,0.134,0.15
2725,160,28,MB160,201912,MRTG,0.9247307169,Stage 2,662889,6591,0.093,0.11
2726,161,28,MB161,201912,MRTG,0.3663390197,Stage 1,1400174,115607,0.170,0.48
2727,162,28,MB162,201912,MRTG,0.5343707,Stage 1,1354711,14749,0.118,0.09
2728,163,28,MB163,201912,MRTG,0.5057790211,Stage 1,582209,34271,0.142,0.42
2729,164,28,MB164,201912,MRTG,0.4660152377,Stage 1,574527,13028,0.104,0.22
2730,165,28,MB165,201912,MRTG,0.3926719709,Stage 1,1258566,37958,0.135,0.22
2731,166,28,MB166,201912,MRTG,0.520930677,Stage 1,578603,3402,0.014,0.43
2732,167,28,MB167,201912,MRTG,0.4429036883,Stage 1,1146740,16252,0.044,0.32
2733,168,28,MB168,201912,MRTG,0.5651973002,Stage 1,1399366,12320,0.100,0.09
2734,169,28,MB169,201912,MRTG,0.0001989597172,Stage 1,1224042,30138,0.077,0.32
2735,170,28,MB170,201912,MRTG,0.4470256858,Stage 1,880366,571,0.197,0.00
2736,171,28,MB171,201912,MRTG,0.3179953422,Stage 1,1377952,10041,0.060,0.12
2737,172,28,MB172,201912,MRTG,0.7589817555,Stage 1,727800,33792,0.152,0.31
2738,173,28,MB173,201912,MRTG,0.0671481262,Stage 1,1265094,6907,0.019,0.28
2739,174,28,MB174,201912,MRTG,0.5335743671,Stage 1,1340495,16197,0.142,0.09
2740,175,28,MB175,201912,MRTG,0.5981269103,Stage 1,1398721,126852,0.186,0.49
2741,176,28,MB176,201912,MRTG,0.7532955103,Stage 1,981325,27390,0.065,0.43
2742,177,28,MB177,201912,MRTG,0.563627089,Stage 1,1227458,53737,0.139,0.32
2743,178,28,MB178,201912,MRTG,0.9597416015,Stage 3,500776,120834,1.000,0.24
2744,179,28,MB179,201912,MRTG,0.9356234577,Stage 2,1274913,117006,0.211,0.43
2745,180,28,MB180,201912,MRTG,0.1446714965,Stage 1,600106,6043,0.126,0.08
2746,181,28,MB181,201912,MRTG,0.2276913928,Stage 1,1414417,65442,0.102,0.45
2747,182,28,MB182,201912,MRTG,0.2731887491,Stage 1,1075126,27225,0.184,0.14
2748,183,28,MB183,201912,MRTG,0.6723899618,Stage 1,1080085,17460,0.060,0.27
2749,184,28,MB184,201912,MRTG,0.1407106364,Stage 1,675462,16699,0.092,0.27
2750,185,28,MB185,201912,MRTG,0.7837419872,Stage 1,829522,461,0.006,0.09
2751,186,28,MB186,201912,MRTG,0.1066678585,Stage 1,977411,11571,0.024,0.50
2752,187,28,MB187,201912,MRTG,0.7510847639,Stage 1,730652,8073,0.152,0.07
2753,188,28,MB188,201912,MRTG,0.5252574442,Stage 1,845877,4448,0.098,0.05
2754,189,28,MB189,201912,MRTG,0.3231550693,Stage 1,741412,35103,0.199,0.24
2755,190,28,MB190,201912,MRTG,0.2439592808,Stage 1,762723,32097,0.135,0.31
2756,191,28,MB191,201912,MRTG,0.6261874238,Stage 1,673566,8248,0.049,0.25
2757,192,28,MB192,201912,MRTG,0.3414645991,Stage 1,1151162,19401,0.083,0.20
2758,193,28,MB193,201912,MRTG,0.8586493095,Stage 2,707984,158230,0.506,0.44
2759,194,28,MB194,201912,MRTG,0.6963158189,Stage 1,1220178,3733,0.014,0.23
2760,195,28,MB195,201912,MRTG,0.1752352213,Stage 1,1376738,27786,0.043,0.47
2761,196,28,MB196,201912,MRTG,0.02471026891,Stage 1,1196594,11860,0.054,0.18
2762,197,28,MB197,201912,MRTG,0.736747528,Stage 1,705929,36372,0.131,0.39
2763,198,28,MB198,201912,MRTG,0.5999908776,Stage 1,778150,352,0.105,0.00
2764,199,28,MB199,201912,MRTG,0.7989797381,Stage 1,971843,61452,0.156,0.40
2765,200,28,MB200,201912,MRTG,0.007371731773,Stage 1,1417362,19619,0.063,0.22
2766,201,28,MB201,201912,MRTG,0.5467906146,Stage 1,551704,36508,0.152,0.43
2767,202,28,MB202,201912,MRTG,0.4260922644,Stage 1,586971,37577,0.131,0.49
2768,203,28,MB203,201912,MRTG,0.8689412637,Stage 2,1329814,302486,0.559,0.41
2769,204,28,MB204,201912,MRTG,0.1387472692,Stage 1,1453343,10038,0.014,0.48
2770,205,28,MB205,201912,MRTG,0.4003138341,Stage 1,1371303,2473,0.009,0.20
2771,206,28,MB206,201912,MRTG,0.2059167313,Stage 1,629460,34355,0.199,0.27
2772,207,28,MB207,201912,MRTG,0.4318152965,Stage 1,1311238,3831,0.070,0.04
2773,208,28,MB208,201912,MRTG,0.6159577109,Stage 1,645230,1639,0.011,0.24
2774,209,28,MB209,201912,MRTG,0.9711968665,Stage 3,1478697,700811,1.000,0.47
2775,210,28,MB210,201912,MRTG,0.2180852832,Stage 1,976259,21768,0.164,0.14
